ID,Date_time,Pitch_angle,Hub_temperature,Generator_converter_speed,Generator_speed,Generator_bearing_1_temperature,Generator_bearing_2_temperature,Generator_stator_temperature,Gearbox_bearing_1_temperature,Gearbox_bearing_2_temperature,Gearbox_inlet_temperature,Gearbox_oil_sump_temperature,Nacelle_angle,Nacelle_temperature,Absolute_wind_direction,Outdoor_temperature,Grid_frequency,Grid_voltage,Rotor_speed,Rotor_bearing_temperature,Absolute_wind_direction_c,Nacelle_angle_c,TARGET
566043,106064.0,-0.52999997,20.0,1772.01,1774.3,40.110001,36.139999,64.370003,68.440002,72.610001,39.669998,52.889999,194.24001,18.34,197.85001,10.77,50.009998,734.94,16.889999,35.459999,197.85001,194.24001,994.313022
566049,106070.0,-1.0,19.1,1707.05,1709.21,44.630001,39.869999,65.080002,70.989998,72.660004,54.599998,56.27,199.73,23.709999,199.24001,11.08,50.029999,717.15997,16.27,35.959999,199.24001,199.73,733.9869780000001
566055,106076.0,-1.0,19.0,1742.16,1744.4301,45.549999,40.73,65.019997,66.419998,71.330002,49.970001,58.150002,199.73,26.09,192.31,11.54,50.040001,717.56,16.610001,35.880001,192.31,199.73,811.768
566061,106082.0,-1.0,19.0,1771.22,1773.53,42.93,39.43,64.870003,65.870003,71.889999,48.25,57.630001,199.73,22.450001,195.49001,11.82,50.0,735.12,16.889999,36.200001,195.49001,199.73,917.741967
566067,106088.0,-1.0,19.0,1741.54,1743.79,44.810001,40.860001,65.010002,67.080002,72.139999,49.880001,58.5,199.73,24.940001,193.64,11.99,49.970001,719.79999,16.6,36.349998,193.64,199.73,784.4439780000001
566073,106094.0,-1.0,19.9,1794.67,1797.0,41.470001,37.59,65.129997,64.669998,70.860001,46.75,55.700001,199.73,22.120001,195.16,11.99,49.970001,738.21997,17.110001,36.689999,195.16,199.73,1086.052978
566079,106100.0,-0.34,20.0,1785.04,1787.34,41.740002,38.470001,65.139999,65.599998,71.93,47.779999,57.34,199.73,21.07,195.14999,11.29,49.970001,732.10999,17.02,36.91,195.14999,199.73,1037.125
566085,106106.0,-1.0,20.0,1382.89,1384.42,44.16,40.740002,62.970001,63.740002,66.839996,56.189999,57.849998,185.46001,28.780001,187.95,11.18,49.98,717.08002,13.16,36.470001,187.95,185.46001,362.187011
566091,106112.0,-1.0,20.0,1727.47,1729.71,42.009998,38.200001,61.720001,65.349998,70.889999,50.68,57.919998,185.46001,25.040001,191.53999,11.17,49.950001,724.16998,16.469999,35.82,191.53999,185.46001,823.3070000000001
566097,106118.0,1.08,20.0,1797.71,1800.08,35.57,35.09,59.990002,63.889999,70.209999,47.59,54.82,194.24001,20.52,193.0,11.08,50.029999,746.57001,17.139999,35.93,193.0,194.24001,1149.688
566103,106125.0,-0.15000001,21.0,1797.17,1799.53,35.0,34.810001,59.93,71.199997,72.669998,43.900002,53.290001,194.24001,19.92,192.85001,11.16,49.98,740.5,17.139999,36.25,192.85001,194.24001,1177.496
566109,106131.0,2.9300001,20.49,1794.3,1796.65,35.75,35.080002,60.060001,69.139999,71.910004,39.700001,51.580002,194.24001,17.719999,191.45,11.29,49.990002,738.84998,17.110001,36.43,191.45,194.24001,1159.01611
566115,106137.0,5.2199998,21.0,1797.67,1800.02,37.360001,35.57,61.959999,68.629997,71.919998,38.130001,51.099998,194.24001,17.32,193.36,11.21,49.990002,744.98999,17.139999,36.419998,193.36,194.24001,1178.95889
566121,106143.0,-0.12,22.0,1757.38,1759.65,40.150002,36.43,63.970001,67.410004,71.279999,38.169998,50.810001,194.03999,18.559999,183.96001,10.97,50.0,742.47998,16.75,36.540001,183.96001,194.03999,966.681022
566127,106149.0,4.4699998,21.120001,1797.6801,1800.03,39.18,37.25,64.300003,70.970001,74.449997,43.209999,55.299999,192.05,18.620001,193.16,10.99,50.0,744.35999,17.139999,36.689999,193.16,192.05,1213.04811
566133,106155.0,-1.0,21.98,1775.16,1777.46,41.32,36.740002,65.199997,69.059998,72.669998,42.18,53.509998,192.05,21.43,192.03,10.77,50.009998,735.09003,16.92,36.919998,192.03,192.05,1042.272989
566139,106161.0,4.21,22.0,1798.77,1801.12,40.009998,35.790001,64.209999,70.050003,72.629997,45.450001,53.16,192.05,23.48,199.21001,10.58,50.029999,729.44,17.15,36.799999,199.21001,192.05,1181.85189
566145,106167.0,0.64999998,22.0,1794.78,1797.12,38.43,35.209999,62.400002,70.169998,72.18,44.299999,52.48,192.05,23.0,201.14999,10.69,49.990002,728.96997,17.110001,36.73,201.14999,192.05,1161.63389
566151,106173.0,0.61000001,22.0,1795.5699,1797.9301,36.59,34.84,60.32,70.910004,71.480003,43.209999,51.400002,198.63,21.59,193.35001,11.09,49.990002,717.27002,17.120001,36.740002,193.35001,198.63,1151.9209999999998
566157,106179.0,1.22,21.299999,1796.05,1798.4,35.599998,34.810001,60.209999,70.739998,71.540001,38.330002,50.439999,198.63,17.700001,197.61,11.57,49.990002,716.38,17.120001,36.700001,197.61,198.63,1313.85189
566163,106185.0,1.87,22.0,1796.04,1798.34,36.720001,35.439999,61.700001,69.389999,71.879997,38.240002,50.830002,198.63,18.469999,204.27,11.96,49.990002,722.17999,17.120001,36.529999,204.27,198.63,1266.145
566169,106191.0,3.3699999,22.0,1788.41,1790.67,38.91,36.299999,63.349998,68.93,72.239998,38.66,51.240002,198.63,19.48,201.96001,12.63,50.0,723.42999,17.049999,36.66,201.96001,198.63,1109.021
566175,106197.0,-1.0,22.92,1776.29,1778.49,41.810001,36.919998,65.190002,69.370003,72.190002,41.060001,52.189999,198.63,23.23,198.88,12.6,50.0,719.84998,16.93,36.810001,198.88,198.63,1056.375
566181,106203.0,-1.0,22.0,1775.36,1777.54,38.98,36.400002,63.490002,69.730003,71.720001,43.869999,52.060001,198.63,24.74,196.95,12.32,50.0,712.51001,16.92,37.389999,196.95,198.63,1049.686978
566187,106209.0,-1.0,21.709999,1786.5601,1788.75,39.09,36.52,63.82,70.470001,71.699997,43.779999,52.150002,198.63,24.709999,192.33,12.38,49.990002,717.01001,17.030001,37.709999,192.33,198.63,1221.188
566193,106215.0,-1.0,21.0,1690.12,1692.17,42.959999,39.509998,63.380001,67.720001,69.279999,53.119999,54.540001,198.63,28.469999,192.12,12.3,50.0,713.34003,16.110001,37.799999,192.12,198.63,725.461978
566199,106221.0,-1.0,20.969999,1794.84,1797.11,41.950001,38.759998,65.0,67.419998,72.25,48.84,57.82,198.63,23.280001,193.23,12.2,49.970001,708.97998,17.110001,37.779999,193.23,198.63,1078.309
566205,106227.0,-1.0,20.629999,1769.14,1771.36,40.34,38.139999,62.470001,69.919998,72.5,56.860001,58.580002,198.63,27.290001,200.60001,11.4,49.98,718.94,16.870001,37.98,200.60001,198.63,950.313022
566211,106233.0,-1.0,20.049999,1663.09,1665.13,43.700001,40.200001,62.790001,68.849998,71.739998,56.740002,59.450001,208.50999,28.73,199.8,11.55,49.990002,710.95001,15.85,37.799999,199.8,208.50999,680.3180000000001
566217,106239.0,-1.0,20.0,1736.86,1739.0601,42.830002,39.5,60.68,68.309998,71.480003,57.32,59.0,196.44,28.73,200.17,11.66,49.990002,708.53003,16.559999,37.48,200.17,196.44,808.6220220000001
566223,106245.0,-0.93000001,20.0,1794.6,1796.92,36.810001,36.389999,60.369999,67.150002,71.080002,55.220001,57.259998,208.85001,21.780001,218.19,11.72,50.0,722.45001,17.110001,37.34,218.19,208.85001,1270.644
566229,106251.0,-1.01,20.0,1523.9399,1525.74,41.380001,38.610001,59.66,66.620003,70.019997,56.849998,58.450001,193.14999,27.16,194.69,11.37,49.98,699.84998,14.52,37.5,194.69,193.14999,498.11398900000006
566235,106257.0,-1.01,20.0,1654.9301,1656.99,40.939999,38.610001,59.880001,59.759998,68.809998,46.709999,55.700001,193.14999,20.4,190.82001,10.84,49.98,708.48999,15.77,36.200001,190.82001,193.14999,659.836011
566241,106263.0,-1.01,20.0,1744.24,1746.47,45.740002,39.919998,64.989998,69.209999,72.230003,58.040001,59.23,193.14999,24.42,190.52,10.66,50.009998,714.23999,16.629999,36.75,190.52,193.14999,821.657
566247,106269.0,-1.0,20.0,1788.4,1790.73,40.709999,36.299999,65.019997,65.809998,71.050003,47.91,56.419998,193.14999,21.809999,198.61,10.67,49.990002,715.66998,17.049999,37.029999,198.61,193.14999,1138.347
566253,106275.0,-1.01,20.0,1685.58,1687.72,40.66,38.0,64.0,64.010002,71.059998,47.049999,56.810001,193.14999,19.35,191.5,10.37,49.990002,708.28998,16.07,37.080002,191.5,193.14999,746.559978
566259,106281.0,-1.01,20.0,1780.9301,1783.25,37.799999,35.84,61.810001,64.720001,70.32,52.009998,55.610001,196.44,17.370001,191.78,10.09,50.009998,720.23999,16.98,37.0,191.78,196.44,1134.178
566265,106287.0,-1.01,20.0,1769.27,1771.5601,42.099998,37.119999,63.040001,64.730003,70.290001,49.880001,56.759998,196.44,24.85,198.39,10.29,50.0,713.44,16.870001,37.5,198.39,196.44,857.879989
566271,106293.0,-1.01,19.92,1667.59,1669.6899,41.349998,38.200001,60.84,68.940002,72.080002,57.450001,59.700001,196.44,27.1,191.87,10.26,49.990002,706.47998,15.89,37.5,191.87,196.44,660.3200110000001
566277,106299.0,-0.95999998,19.530001,1791.2,1793.5601,40.630001,37.630001,62.400002,70.360001,72.940002,57.16,59.34,196.44,26.0,197.73,10.33,50.0,721.53003,17.08,37.43,197.73,196.44,1195.646
566283,106305.0,-0.94999999,19.889999,1795.5699,1797.91,32.700001,33.939999,60.049999,63.689999,70.220001,45.939999,54.75,204.12,17.48,210.32001,10.1,50.0,723.88,17.120001,37.060001,210.32001,204.12,1356.136
566289,106311.0,-1.0,19.139999,1779.17,1781.49,35.810001,35.43,59.68,62.700001,70.489998,46.630001,55.48,209.61,18.25,216.94,9.5299997,49.98,715.46997,16.959999,37.07,216.94,209.61,1093.434
566295,106317.0,-0.89999998,19.41,1683.3,1685.42,33.669998,33.810001,60.009998,67.699997,72.199997,40.299999,53.310001,228.41,15.9,294.07001,8.5,49.98,709.16998,16.040001,37.099998,294.07001,228.41,911.791
566301,106323.0,-1.01,18.959999,1370.89,1372.54,46.25,39.889999,64.480003,66.93,69.339996,57.040001,58.830002,311.67999,29.139999,308.07999,4.5999999,49.990002,686.44,13.05,37.310001,308.07999,311.67999,341.913989
566307,106329.0,-1.01,18.0,927.64001,928.33002,40.84,38.619999,61.369999,56.5,58.540001,54.48,56.32,311.67999,25.27,316.20999,4.8299999,49.98,685.13,8.8100004,34.790001,316.20999,311.67999,6.678000000000001
566313,106335.0,44.98,17.200001,73.139999,71.769997,43.400002,41.349998,60.68,49.360001,51.810001,50.639999,53.18,327.04999,25.08,324.06,5.0599999,49.990002,683.56,0.68000001,32.0,324.06,327.04999,-1.539
566319,106341.0,-1.0,17.41,964.21002,964.78998,42.73,39.790001,62.68,54.369999,56.299999,51.169998,52.860001,327.04999,25.790001,310.32001,4.4499998,50.009998,691.15002,9.1599998,31.299999,310.32001,327.04999,61.70000000000001
566325,106347.0,44.98,16.190001,83.349998,81.940002,36.939999,37.849998,60.16,45.639999,48.919998,44.130001,49.939999,311.67999,11.95,311.75,4.1599998,49.990002,689.37,0.76999998,29.18,311.75,311.67999,-4.0360000000000005
566331,106353.0,44.98,15.07,95.110001,93.699997,34.099998,32.919998,52.669998,43.740002,45.41,45.810001,47.91,311.67999,21.5,326.54999,4.1900001,49.98,681.87,0.88999999,27.67,326.54999,311.67999,-1.89099989
566337,106359.0,44.98,15.0,115.22,113.78,33.889999,31.01,47.939999,41.740002,43.400002,43.540001,45.759998,321.60999,22.1,346.70999,4.0700002,49.970001,682.65997,1.08,26.34,346.70999,321.60999,-2.408
566343,106365.0,-1.01,15.67,927.40002,927.84003,34.5,32.290001,52.18,49.16,49.560001,45.459999,46.799999,324.60001,22.870001,297.48001,3.8,49.98,680.13,8.8000002,27.110001,297.48001,324.60001,25.202000000000005
566349,106371.0,-1.01,16.0,1096.38,1097.25,39.360001,36.880001,60.490002,52.150002,53.82,46.290001,47.700001,309.48999,24.65,308.51999,3.5899999,49.990002,687.53998,10.42,27.950001,308.51999,309.48999,146.14700000000002
566355,106377.0,-1.01,15.78,1003.84,1004.53,44.009998,39.970001,64.440002,52.91,55.0,47.16,48.459999,309.48999,26.6,307.70001,3.5,50.0,683.15997,9.54,28.299999,307.70001,309.48999,97.0210011
566361,106383.0,-1.01,15.19,1106.9,1107.86,39.049999,36.220001,58.790001,53.75,56.34,47.360001,48.880001,309.48999,22.959999,301.37,3.2,50.0,687.28003,10.52,28.32,301.37,309.48999,149.62298900000002
566367,106389.0,-1.01,15.0,958.22998,958.88,44.23,39.369999,64.879997,54.060001,56.0,48.209999,49.73,309.48999,22.299999,304.13,3.22,49.98,685.20001,9.1000004,28.879999,304.13,309.48999,64.6589989
566373,106395.0,-1.01,15.0,926.39001,926.96002,39.209999,37.419998,61.060001,50.689999,51.59,47.75,48.990002,329.25,23.299999,333.81,3.8499999,49.970001,683.27002,8.8000002,28.299999,333.81,329.25,15.104
566379,106401.0,-1.01,15.0,975.0,975.66998,35.290001,34.98,56.950001,51.919998,54.09,47.43,48.98,304.0,20.440001,297.64999,3.2,49.98,684.56,9.2600002,27.950001,297.64999,304.0,83.8760044
566385,106407.0,-1.01,15.0,993.01001,993.71997,42.009998,38.009998,62.34,53.459999,55.689999,47.950001,49.380001,304.0,25.950001,288.97,3.2,50.009998,690.33002,9.4300003,28.32,288.97,304.0,91.4880022
566391,106413.0,44.98,15.0,167.58,166.45,36.860001,35.029999,57.040001,47.619999,49.77,47.23,48.75,284.23999,22.049999,298.51001,4.0100002,49.98,686.66998,1.5700001,27.75,298.51001,284.23999,-2.03400011
566397,106419.0,-1.01,14.27,1015.35,1016.01,36.970001,32.810001,51.91,50.490002,52.369999,46.599998,48.029999,284.23999,24.84,286.42001,3.71,50.0,688.71997,9.6499996,26.67,286.42001,284.23999,102.4110022
566403,106425.0,-1.01,14.95,948.15997,948.76001,41.330002,37.189999,60.970001,52.369999,54.080002,47.549999,48.82,284.23999,25.76,300.51999,3.6900001,50.0,690.44,9.0100002,27.6,300.51999,284.23999,71.93000330000001
566409,106431.0,44.98,14.01,100.92,99.660004,36.259998,35.380001,58.18,46.0,47.919998,45.240002,47.630001,302.89999,19.059999,307.53,3.5799999,49.990002,684.63,0.94,26.84,307.53,302.89999,-2.1
566415,106437.0,44.98,13.0,75.449997,73.940002,36.400002,34.810001,53.82,40.669998,43.91,39.209999,45.470001,302.89999,21.469999,308.92001,3.0,49.990002,681.07001,0.69999999,24.91,308.92001,302.89999,-1.44
566421,106443.0,44.98,13.0,4.3600001,0.63999999,35.240002,33.549999,50.849998,37.52,41.119999,37.98,43.040001,302.89999,21.299999,14.25,3.3199999,49.950001,677.90002,0.0,23.370001,14.25,302.89999,-1.44
566427,106449.0,44.98,13.0,90.07,88.389999,33.09,31.85,47.48,37.599998,39.43,39.580002,41.779999,73.760002,20.459999,79.449997,0.62,49.990002,679.84998,0.83999997,22.42,79.449997,73.760002,-3.29899989
566433,106455.0,44.98,13.0,125.32,123.69,31.889999,28.51,42.889999,37.389999,38.419998,38.959999,40.650002,102.05,20.709999,104.92,0.89999998,49.970001,680.38,1.17,21.780001,104.92,102.05,-2.386
566439,106461.0,44.98,12.33,82.389999,80.660004,30.57,26.34,39.439999,35.880001,37.09,36.959999,39.220001,130.59,19.459999,121.43,1.23,49.970001,689.83002,0.76999998,21.1,121.43,130.59,-1.968
566445,106467.0,44.98,12.11,61.400002,59.529999,28.93,25.59,37.200001,33.110001,35.720001,32.93,37.759998,130.59,18.26,124.62,1.6900001,50.0,684.90002,0.55000001,20.299999,124.62,130.59,-1.9130000000000005
566451,106473.0,44.98,12.21,33.73,31.610001,27.219999,25.1,35.380001,31.450001,34.279999,30.73,36.419998,130.59,17.709999,127.99,2.3800001,49.98,682.64001,0.28,19.549999,127.99,130.59,-1.47299989
566457,106479.0,44.98,12.72,56.299999,54.360001,25.49,24.6,33.91,30.02,32.810001,30.889999,35.029999,99.849998,17.219999,102.55,2.8599999,50.0,686.28998,0.50999999,18.85,102.55,99.849998,-1.572
566463,106485.0,44.98,12.76,83.739998,82.080002,24.23,23.879999,32.220001,30.690001,31.93,32.419998,33.990002,99.849998,17.18,101.1,2.96,49.990002,687.56,0.77999997,18.290001,101.1,99.849998,-2.46299989
566469,106491.0,44.98,12.57,75.220001,73.510002,23.389999,23.059999,30.59,29.709999,31.110001,30.389999,32.959999,99.849998,16.549999,87.769997,2.3699999,49.990002,686.16998,0.69,17.700001,87.769997,99.849998,-2.001
566475,106497.0,44.98,12.32,74.199997,72.489998,22.59,22.219999,28.99,29.110001,30.309999,29.360001,32.0,79.709999,16.02,102.04,2.0799999,49.990002,680.16998,0.68000001,17.18,102.04,79.709999,-2.353
566481,106503.0,44.98,12.0,97.400002,95.82,21.75,20.540001,26.620001,29.68,30.280001,30.219999,31.5,81.199997,16.440001,78.589996,1.4299999,49.990002,683.71002,0.91000003,16.950001,78.589996,81.199997,-2.7930001100000004
566487,106509.0,44.98,12.0,111.42,109.87,20.870001,19.5,25.91,31.290001,31.32,30.25,31.219999,66.93,15.62,73.080002,0.69,49.970001,683.25,1.04,17.1,73.080002,66.93,-2.9690000000000003
566493,106515.0,-1.01,12.8,1007.05,1007.62,21.120001,19.77,32.459999,43.630001,41.5,33.290001,34.630001,85.589996,15.51,75.18,0.40000001,50.0,691.46997,9.5699997,18.5,75.18,85.589996,98.9900022
566499,106521.0,-1.01,13.0,1023.91,1024.62,26.639999,24.540001,43.0,45.77,44.73,34.259998,37.0,85.589996,17.25,95.0,0.12,50.0,689.98999,9.7299995,20.76,95.0,85.589996,107.4489956
566505,106527.0,44.98,12.0,130.0,128.61,31.860001,29.41,49.439999,38.450001,38.619999,35.650002,36.689999,106.44,19.07,120.07,0.28999999,50.0,681.88,1.22,20.940001,120.07,106.44,-2.52900011
566511,106533.0,44.98,11.0,153.36,151.98,31.75,26.99,43.639999,34.349998,35.25,34.41,35.439999,106.44,19.959999,113.38,0.38999999,49.98,682.63,1.4400001,19.280001,113.38,106.44,-2.72699989
566517,106539.0,12.83,11.12,692.78998,692.78998,28.66,23.959999,39.59,40.82,38.880001,34.18,36.130001,106.44,18.35,122.41,0.40000001,49.970001,682.38,6.5799999,19.0,122.41,106.44,-5.762999890000001
566523,106545.0,-1.01,11.0,940.53003,940.91998,28.66,23.940001,37.669998,38.650002,37.32,34.459999,35.18,152.53999,18.32,141.44,0.66000003,50.0,681.29999,8.9300003,18.51,141.44,152.53999,31.229998900000005
566529,106551.0,-1.01,12.0,931.28998,931.78003,30.41,28.459999,48.77,44.099998,42.029999,34.57,37.560001,152.53999,18.540001,142.33,0.73000002,49.950001,681.39001,8.8400002,20.35,142.33,152.53999,42.824000000000005
566535,106557.0,-1.01,12.0,1225.28,1226.48,36.759998,32.790001,55.939999,52.009998,53.610001,39.84,41.810001,178.88,21.040001,184.3,1.66,49.990002,700.25,11.66,22.23,184.3,178.88,228.493
566541,106563.0,-1.01,12.0,1457.85,1459.62,43.330002,36.950001,63.73,62.5,64.139999,45.630001,46.93,187.66,24.059999,184.38,2.1099999,50.0,723.32001,13.88,24.66,184.38,187.66,462.144011
566547,106569.0,0.81999999,12.01,1794.09,1796.63,41.48,36.0,63.5,67.139999,69.470001,52.34,53.459999,205.48,24.6,207.03,2.3199999,49.990002,727.54999,17.110001,26.66,207.03,205.48,1209.418
566553,106575.0,1.73,12.99,1763.92,1766.4,40.619999,35.889999,61.73,67.739998,71.230003,56.09,57.799999,183.27,24.52,191.12,2.6199999,50.0,727.84998,16.82,28.15,191.12,183.27,980.838022
566559,106581.0,0.37,13.0,1737.67,1740.1,41.189999,35.98,62.75,69.970001,73.110001,57.689999,59.630001,185.28999,25.290001,197.50999,2.4300001,49.990002,731.83002,16.57,29.030001,197.50999,185.28999,927.191
566565,106587.0,-1.01,13.0,1641.27,1643.49,41.68,36.330002,62.389999,67.529999,71.300003,57.07,59.200001,175.59,24.719999,176.92,1.97,50.009998,731.59998,15.64,29.73,176.92,175.59,687.391
566571,106593.0,-1.0,13.0,1673.96,1676.25,40.540001,35.639999,61.73,67.230003,70.849998,56.130001,58.299999,171.59,23.85,161.55,1.5,49.990002,730.63,15.95,30.08,161.55,171.59,810.9979890000001
566577,106599.0,2.6800001,13.0,1782.75,1785.3101,35.98,31.370001,60.470001,70.870003,73.139999,44.66,54.75,166.81,18.549999,168.94,1.8200001,50.009998,732.39001,17.0,30.540001,168.94,166.81,1140.778
566583,106605.0,3.5,13.0,1795.11,1797.6899,38.419998,32.18,62.919998,67.839996,71.18,55.049999,56.650002,178.88,13.92,172.71001,2.3699999,49.990002,731.26001,17.120001,30.9,172.71001,178.88,1172.799
566589,106611.0,-1.0,14.08,1708.38,1710.75,41.470001,33.209999,64.589996,64.059998,70.599998,48.950001,56.68,178.88,21.190001,181.07001,2.73,50.0,737.64001,16.290001,31.43,181.07001,178.88,764.9299890000001
566595,106617.0,-0.2,14.0,1763.4301,1765.95,38.720001,32.080002,62.049999,68.139999,71.419998,43.630001,52.740002,186.56,19.48,189.12,3.22,49.990002,733.20001,16.809999,31.700001,189.12,186.56,968.847989
566601,106623.0,92.089996,13.0,4.23,11.47,42.59,33.490002,63.23,55.130001,56.970001,32.509998,51.290001,203.03,20.4,214.53,3.9100001,50.0,722.28003,0.029999999,28.65,214.53,203.03,-1.946
566607,106629.0,-1.01,13.0,1731.96,1734.28,44.5,35.779999,63.720001,67.5,70.32,54.139999,55.73,203.03,26.280001,205.47,4.2199998,49.98,714.34003,16.51,29.67,205.47,203.03,801.1090000000002
566613,106635.0,-1.01,13.0,1487.46,1489.3199,43.220001,37.400002,61.290001,66.849998,70.260002,57.450001,59.279999,214.0,26.34,216.73,4.7600002,49.990002,700.0,14.17,31.049999,216.73,214.0,449.5820000000001
566619,106641.0,-1.01,13.0,1201.79,1203.03,41.509998,35.990002,61.439999,59.919998,64.669998,54.43,56.43,214.0,16.200001,227.0,5.4200001,49.98,696.44,11.43,30.129999,227.0,214.0,210.178
566625,106647.0,-1.01,13.0,1426.79,1428.55,45.68,39.299999,63.41,66.239998,69.610001,57.689999,59.32,256.81,27.530001,263.88,6.0700002,49.990002,707.40002,13.59,30.77,263.88,256.81,394.560011
566631,106653.0,-1.01,13.0,1472.8,1474.66,42.84,38.150002,60.700001,65.349998,69.029999,56.990002,58.869999,261.20001,26.120001,254.64,6.1599998,49.98,708.16998,14.03,31.08,254.64,261.20001,439.0110110000001
566637,106659.0,-1.01,13.0,1346.5,1348.09,39.560001,36.02,58.25,63.110001,66.910004,55.259998,57.200001,257.89999,23.02,252.08,6.3400002,50.029999,708.67999,12.82,31.41,252.08,257.89999,320.343
566643,106665.0,-1.01,13.08,1337.95,1339.55,44.400002,38.709999,63.099998,58.939999,66.529999,46.369999,55.849998,254.61,19.09,245.39999,6.6300001,49.990002,698.88,12.74,31.370001,245.39999,254.61,313.43501100000003
566649,106671.0,-1.01,13.98,1377.6801,1379.36,45.450001,39.259998,61.900002,65.019997,68.550003,57.0,58.900002,254.61,28.200001,244.96001,6.6700001,49.98,695.27002,13.11,31.41,244.96001,254.61,349.7020110000001
566655,106677.0,-1.01,14.0,1638.99,1641.23,40.75,36.889999,59.619999,66.239998,70.489998,56.27,58.099998,264.48999,24.360001,266.32001,6.6199999,50.0,722.62,15.62,31.77,266.32001,264.48999,631.9729890000001
566661,106683.0,4.2600002,14.92,1780.12,1782.66,40.080002,35.82,60.110001,69.709999,73.169998,56.689999,59.52,278.39999,24.219999,293.51999,5.7600002,50.0,736.19,16.969999,32.689999,293.51999,278.39999,943.152011
566667,106689.0,-0.76999998,15.0,1725.66,1728.09,37.779999,33.549999,60.57,67.540001,72.269997,38.84,53.68,267.78,14.48,267.04001,4.6199999,50.0,716.85999,16.450001,32.799999,267.04001,267.78,844.5590000000002
566673,106695.0,-1.01,15.0,1728.71,1731.14,42.610001,34.5,64.669998,67.019997,70.970001,43.029999,52.939999,267.78,21.190001,270.81,4.3800001,49.990002,712.97998,16.48,33.689999,270.81,267.78,780.033033
566679,106701.0,0.029999999,15.0,1771.49,1774.02,39.779999,33.16,62.450001,68.120003,71.059998,43.220001,51.419998,267.78,20.52,274.56,4.2800002,49.990002,724.34003,16.889999,33.650002,274.56,267.78,905.5320000000002
566685,106707.0,-1.01,15.0,1613.24,1615.4399,39.959999,35.59,59.889999,66.559998,69.93,55.119999,56.869999,280.95001,24.110001,277.63,4.29,50.0,705.78998,15.37,33.950001,277.63,280.95001,595.3320000000001
566691,106713.0,-1.01,14.7,1442.4301,1444.25,38.959999,35.630001,58.150002,64.620003,68.800003,56.889999,58.93,267.78,20.950001,267.88,4.1100001,49.990002,706.84003,13.73,33.07,267.88,267.78,406.989989
566697,106719.0,-1.01,14.0,1251.97,1253.34,46.220001,40.32,64.660004,62.959999,66.669998,56.959999,59.130001,267.78,27.4,252.10001,4.21,49.990002,695.82001,11.91,32.669998,252.10001,267.78,244.59700000000004
566703,106725.0,-1.01,14.0,1231.96,1233.3,41.990002,37.029999,60.759998,57.459999,64.75,47.779999,56.43,249.12,22.9,261.01001,4.0,49.990002,691.72998,11.72,31.9,261.01001,249.12,230.22
566709,106731.0,-1.01,14.0,1216.5699,1217.87,38.580002,35.57,58.939999,60.93,65.769997,55.299999,57.59,249.12,17.18,246.45,4.0,50.0,696.27002,11.57,31.02,246.45,249.12,218.889989
566715,106737.0,-1.01,14.0,1207.36,1208.59,43.68,38.549999,61.330002,59.689999,63.27,54.540001,56.82,249.12,25.870001,235.08,4.1100001,49.990002,690.48999,11.48,30.559999,235.08,249.12,214.07200000000003
566721,106743.0,-1.01,14.0,1601.24,1603.41,39.240002,36.07,58.490002,66.760002,71.059998,57.669998,59.849998,216.2,21.74,225.78,4.0,49.98,709.28998,15.26,31.049999,225.78,216.2,574.3439780000001
566727,106749.0,-1.01,14.0,1395.4301,1397.15,45.279999,38.5,63.66,64.339996,68.010002,56.32,58.169998,221.67999,26.219999,213.62,4.0,49.970001,704.59998,13.28,31.6,213.62,221.67999,361.35100000000006
566733,106755.0,-0.79000002,14.97,1577.36,1579.47,40.400002,34.580002,59.299999,64.300003,69.040001,54.970001,56.860001,210.71001,23.040001,213.53,4.1300001,49.990002,712.96002,15.03,31.82,213.53,210.71001,563.409978
566739,106761.0,0.63999999,14.99,1622.41,1624.63,37.790001,34.130001,57.93,59.509998,68.160004,46.959999,55.32,216.2,18.559999,215.49001,4.4299998,49.98,712.96997,15.46,31.85,215.49001,216.2,642.643
566745,106767.0,3.3099999,15.0,1686.5601,1688.92,44.27,35.990002,62.299999,64.260002,70.360001,49.91,57.389999,216.2,23.940001,215.22,4.6799998,50.009998,708.91998,16.08,32.5,215.22,216.2,678.9979890000001
566751,106773.0,0.76999998,16.0,1681.13,1683.49,46.25,37.099998,64.739998,68.059998,71.510002,57.549999,58.919998,205.22,22.91,202.73,4.71,49.990002,709.98999,16.02,32.91,202.73,205.22,710.0509670000001
566757,106779.0,7.3899999,16.98,1679.95,1682.3101,41.459999,33.560001,58.580002,65.879997,70.129997,55.369999,57.220001,205.22,24.5,201.00999,4.71,49.98,725.64001,16.01,32.720001,201.00999,205.22,669.3400220000001
566763,106785.0,7.3200002,17.74,1680.97,1683.34,43.889999,33.779999,60.869999,63.27,69.620003,49.48,56.610001,212.89999,23.620001,213.2,5.0300002,49.990002,729.97998,16.02,32.799999,213.2,212.89999,670.066
566769,106791.0,9.1800003,18.0,1680.33,1682.6899,45.509998,34.799999,61.049999,68.269997,71.489998,56.919998,58.799999,212.89999,27.92,209.59,5.4099998,49.990002,728.85999,16.02,33.119999,209.59,212.89999,669.7580330000001
